2000 6000 fp 0.9
15500 14500 fnp 160
5000 10000 fnp 4096
3000 13500 fp 0.16
9000 10000 fp 0.01
2000 2000 fp 0.64
11500 17000 fp 0.08
17500 5000 fp 0.16
15000 1500 fnp 96
19000 17500 fnp 64
9500 2500 fp 0.01
12000 1500 fnp 160
9000 2000 fnp 96
4500 8500 fp 0.16
17500 1000 fp 0.64
5000 12500 fnp 160
17000 12500 fp 0.04
1000 9000 fnp 32
4000 1000 fp 0.01
15000 4500 fnp 384
1500 17000 fnp 2048
17000 8500 fp 0.01
7000 11000 fnp 256
1000 19000 fnp 256
13000 13000 fp 0.04
11500 1500 fp 0.02
10500 19500 fnp 256
3500 6000 fnp 128
15000 19000 fnp 2048
12500 7000 fnp 256
2000 19500 fnp 160
6000 1000 fnp 128
7000 11500 fp 0.01
3000 12000 fnp 128
4000 4000 fp 0.5
11500 14500 fnp 128
15500 18500 fnp 32
16500 2500 fnp 160
12500 4000 fp 0.04
8500 6000 fp 0.01
13500 4000 fnp 1024
8000 4500 fp 0.64
11500 8000 fnp 64
8500 18500 fnp 1024
9000 18500 fnp 160
14500 14500 fnp 2048
19500 19500 fp 0.04
2500 2500 fnp 2048
6000 3500 fnp 384
15500 17000 fnp 160
12500 5000 fp 0.75
1000 4000 fnp 96
10000 19500 fp 0.04
7000 12500 fp 0.01
7500 3000 fnp 160
16000 8000 fp 0.02
19000 5500 fp 0.64
16500 10000 fp 0.02
5000 19500 fnp 96
2000 4000 fnp 3072
3000 3500 fnp 160
14500 16500 fnp 256
10000 11000 fp 0.02
7000 12000 fnp 384
1000 2500 fnp 2048
5500 1500 fp 0.16
7500 12500 fp 0.04
14500 9000 fnp 160
19500 9500 fp 0.02
3500 18500 fnp 3072
17000 15000 fnp 64
1500 12500 fp 0.04
18500 5000 fnp 384
10500 3500 fp 0.08
4000 18000 fnp 32
15000 1500 fnp 160
10500 5500 fnp 128
4000 16000 fnp 64
15000 2000 fp 0.5
4000 9000 fp 0.5
16500 1500 fnp 256
14500 4500 fnp 2048
8000 17500 fp 0.02
17500 6500 fp 0.08
5500 18500 fnp 512
19000 5000 fnp 32
1500 5500 fnp 160
18500 13500 fnp 160
16500 17500 fp 0.32
15000 12500 fp 0.32
16000 12500 fp 0.08
16000 11000 fp 0.32
14500 11000 fnp 32
3500 14500 fp 0.01
13500 7500 fp 0.75
16000 4500 fp 0.02
8500 15000 fp 0.02
14500 6500 fp 0.01
3000 4000 fnp 96
10000 13000 fp 0.04
4000 7000 fp 0.5
6500 18500 fnp 128
5500 19000 fp 0.08
6500 17000 fp 0.16
6000 10000 fnp 128
2000 1500 fnp 32
16500 3500 fnp 64
9500 8000 fp 0.04
11000 10500 fnp 3072
14500 12000 fnp 128
16000 11500 fp 0.02
17000 12000 fp 0.32
9500 4500 fp 0.16
2000 1000 fnp 64
12500 19500 fp 0.01
14500 1000 fp 0.9
16000 2500 fnp 512
7000 19000 fnp 64
11500 12500 fnp 32
16000 18000 fp 0.02
4500 2500 fnp 128
7000 4000 fp 0.02
12500 7000 fnp 32
8500 19000 fnp 2048
15000 15000 fnp 128
18500 6500 fp 0.32
17000 7500 fp 0.16
6000 5500 fnp 32
6500 9000 fp 0.04
11000 3000 fp 0.02
3500 3500 fnp 128
16000 11500 fp 0.04
18000 18000 fnp 256
9500 9000 fp 0.01
5500 1000 fnp 160
11000 18000 fnp 1024
16500 18500 fp 0.01
18000 7000 fp 0.02
19500 2000 fnp 256
15000 13000 fp 0.08
15500 8500 fp 0.04
19000 12500 fnp 32
15000 13500 fnp 128
17000 8500 fp 0.64
17500 5000 fp 0.32
6000 1000 fp 0.32
8500 2500 fp 0.02
12500 18500 fnp 160
13500 6500 fnp 64
16500 7500 fp 0.75
12000 15500 fp 0.08
17500 15000 fnp 256
18000 2000 fp 0.04
4000 9500 fp 0.04
9000 19500 fp 0.16
6500 8500 fnp 160
8000 4000 fp 0.75
3000 2500 fnp 2048
2500 9000 fp 0.08
15000 17000 fnp 96
3500 5500 fnp 64
17000 7500 fnp 2048
19500 5000 fnp 1024
14500 12000 fp 0.02
8500 10000 fnp 128
18000 19000 fnp 3072
8000 16000 fp 0.01
9500 16000 fnp 32
5000 10500 fp 0.02
1000 1000 fp 0.9
7500 5000 fp 0.75
4500 7000 fp 0.02
13000 19500 fp 0.08
3500 8500 fnp 128
14000 1500 fp 0.02
9000 15000 fnp 256
2500 3500 fp 0.5
15500 8500 fnp 32
4500 18000 fp 0.04
15500 1500 fnp 128
15500 13500 fnp 160
17000 10500 fp 0.5
13000 15000 fp 0.01
14500 7500 fnp 256
11500 2500 fnp 256
16000 9000 fp 0.16
6000 17500 fnp 64
19000 19500 fp 0.01
10500 10500 fnp 128
8000 6000 fnp 3072
1000 17000 fp 0.02
7000 5000 fnp 3072
17500 5500 fnp 2048
8000 9500 fp 0.04
16500 1000 fp 0.01
14500 8500 fnp 32
14000 1000 fnp 32
9000 13000 fp 0.08
6000 5500 fp 0.02
6500 3000 fnp 384
3000 14500 fnp 2048
18500 13000 fnp 32
12000 8000 fp 0.04
7500 15500 fp 0.16
7000 1000 fp 0.5
7500 19500 fnp 512
11000 19000 fp 0.04
5000 14500 fp 0.04
1000 4000 fnp 96
17000 10500 fp 0.04
7000 16500 fp 0.01
3000 19500 fp 0.08
8500 12500 fp 0.02
18000 8500 fp 0.16
7000 1500 fnp 1024
16500 17500 fnp 256
6500 7500 fnp 96
3000 6500 fp 0.5
16500 1500 fnp 32
1000 13500 fnp 2048
11500 3000 fp 0.08
15500 9000 fp 0.5
15500 1500 fnp 160
2500 3500 fp 0.9
12500 7000 fnp 32
3000 12000 fp 0.32
11500 19000 fnp 32
13000 4000 fp 0.08
1500 2500 fp 0.04
8500 19500 fp 0.08
5000 16000 fnp 384
19000 2500 fp 0.5
15000 2000 fnp 256
11500 8000 fnp 32
18500 3500 fnp 128
5000 16000 fnp 256
17000 4000 fnp 128
3000 1500 fnp 1024
5000 14000 fnp 512
3000 7000 fnp 2048
6000 9500 fnp 3072
3000 19000 fnp 3072
13500 9000 fp 0.01
18000 17500 fnp 3072
12000 4500 fp 0.08
1500 19000 fp 0.04
17000 1500 fnp 256
4500 10500 fp 0.02
11500 20000 fnp 384
15000 5500 fp 0.01
6500 16000 fnp 160
9500 11000 fnp 2048
17500 12000 fnp 128
13500 11500 fnp 256
15000 19500 fnp 3072
12500 15500 fnp 1024
3500 17500 fp 0.32
6000 12500 fnp 1024
11000 4000 fp 0.08
18000 1500 fp 0.32
16500 9000 fnp 64
10500 18500 fnp 256
3500 2000 fnp 96
12000 16000 fp 0.08
7500 19500 fp 0.04
14500 19000 fp 0.08
18000 18500 fnp 1024
5000 10000 fp 0.04
6000 8000 fnp 128
17000 4000 fp 0.16
4500 13500 fnp 1024
16500 2000 fnp 384
3500 6000 fnp 256
11000 13000 fp 0.16
2500 18500 fnp 2048
19000 9000 fnp 64
9000 8500 fp 0.16
3000 18500 fp 0.32
2500 8500 fp 0.32
17500 4000 fnp 512
1000 5000 fp 0.16
18500 14000 fnp 384
4000 5000 fnp 2048
6000 10000 fp 0.16
18500 8000 fp 0.04
2000 17500 fp 0.04
9000 7500 fnp 32
16500 18500 fp 0.01
1000 9500 fp 0.32
12000 8500 fp 0.5
1500 4000 fnp 3072
17500 7500 fnp 256
4000 3500 fnp 2048
7500 13500 fnp 3072
5500 18000 fp 0.08
6500 15500 fnp 64
1000 4000 fnp 3072
19000 19000 fnp 256
14000 7500 fnp 256
16000 15500 fnp 32
17000 17000 fp 0.04
17500 16500 fp 0.08
2500 14500 fp 0.32
18000 12500 fnp 256
14500 16000 fnp 1024
19500 14000 fp 0.01
14500 16000 fnp 160
19000 17500 fnp 2048
12500 17500 fp 0.32
19500 6500 fp 0.16
2000 8000 fnp 3072
1500 8000 fnp 1024
9500 14000 fp 0.02
7000 2500 fnp 32
15500 11000 fnp 128
14500 11000 fp 0.01
3000 11000 fnp 1024
3500 5000 fnp 512
2000 5000 fp 0.9
7000 8500 fp 0.01
14000 7000 fnp 160
19500 16500 fp 0.02
15000 9000 fnp 3072
4000 16500 fp 0.02
5500 2500 fp 0.9
19000 3500 fnp 384
6500 17500 fp 0.16
8000 1000 fnp 160
1500 13000 fnp 2048
5000 12000 fnp 32
16000 5500 fp 0.01
4500 14000 fnp 2048
18000 19500 fp 0.04
13000 16000 fnp 96
16000 11000 fp 0.01
16500 4500 fnp 512
8500 11000 fp 0.08
13500 13500 fp 0.01
2500 4500 fnp 96
10500 7500 fp 0.04
1000 4500 fp 0.75
13000 11500 fp 0.32
18500 10000 fp 0.01
4500 5000 fp 0.32
11000 5500 fp 0.5
15500 13000 fp 0.32
10000 1500 fp 0.02
17500 14000 fnp 128
1000 15500 fp 0.01
10500 7000 fp 0.75
2000 3000 fp 0.5
9000 16500 fnp 256
8500 15500 fnp 1024
12000 14500 fnp 128
12000 1000 fnp 64
3500 2000 fp 0.02
18500 7000 fp 0.02
5500 2500 fp 0.02
13500 5500 fp 0.04
6500 15500 fp 0.04
1500 11000 fnp 256
5500 10500 fnp 160
14500 9500 fp 0.04
2500 2000 fp 0.04
7000 2500 fnp 32
2000 11500 fnp 256
18000 15000 fp 0.16
3000 13000 fp 0.08
13500 8500 fnp 32
11500 12000 fnp 64
17500 13000 fnp 256
15000 2000 fp 0.16
9000 7500 fnp 2048
9500 16000 fnp 128
2500 14000 fp 0.32
14500 16000 fnp 1024
6000 1500 fp 0.08
3000 12500 fnp 160
7000 19000 fnp 128
11000 3500 fnp 3072
9000 15500 fp 0.01
9000 3500 fnp 64
13000 3500 fnp 1024
11500 7000 fp 0.04
15500 2000 fnp 384
16500 9500 fp 0.02
13500 7500 fp 0.5
12500 1000 fnp 384
9500 11500 fp 0.04
12000 13500 fnp 2048
4500 20000 fp 0.64
4000 5500 fp 0.16
5000 1500 fp 0.16
3000 18000 fnp 128
4500 6500 fnp 3072
19500 20000 fnp 64
12000 13000 fnp 384
12000 10000 fnp 160
9500 19000 fnp 1024
13500 12000 fnp 3072
17000 14500 fnp 2048
11000 9500 fnp 1024
9500 1500 fp 0.75
10500 12500 fnp 64
10000 12500 fnp 384
16000 19500 fnp 3072
7000 11000 fnp 1024
1000 11500 fp 0.32
7500 11500 fp 0.01
13000 8500 fnp 256
11500 18500 fp 0.32
11500 8000 fp 0.08
4500 12000 fnp 2048
9000 16500 fnp 160
17500 14000 fp 0.32
18500 18000 fnp 64
6000 11500 fp 0.5
5500 13500 fnp 2048
10000 18000 fnp 2048
15500 7500 fp 0.04
18500 5000 fp 0.5
18000 5500 fnp 384
19500 2000 fnp 96
13000 9000 fp 0.64
14500 3000 fnp 160
14500 17000 fp 0.16
10500 6500 fnp 64
13000 1500 fp 0.01
4500 7000 fnp 256
19500 6500 fnp 3072
12500 10500 fnp 128
2000 4500 fnp 32
7500 11500 fp 0.08
9500 5500 fnp 32
19500 8500 fp 0.64
16500 4500 fp 0.01
15500 7500 fnp 1024
10000 9500 fnp 3072
19000 1000 fnp 64
12000 5500 fp 0.16
1500 1500 fnp 64
7500 10500 fp 0.01
7000 2000 fnp 96
16000 9500 fp 0.01
10000 6000 fp 0.9
1000 15000 fnp 128
8000 4000 fnp 32
3000 19500 fp 0.04
12500 4000 fp 0.04
6500 12000 fp 0.08
17000 1500 fp 0.9
9000 12000 fp 0.04
6500 9000 fp 0.04
8000 12500 fnp 1024
4000 15000 fnp 32
6500 17500 fp 0.04
16500 3000 fnp 2048
1000 2500 fnp 384
17500 7500 fp 0.01
4000 19000 fnp 64
15500 4500 fnp 32
15500 6500 fp 0.75
4500 9000 fnp 1024
4000 19000 fnp 2048
1500 13000 fnp 32
19500 18500 fnp 384
5000 12500 fp 0.16
12500 7000 fp 0.01
11500 19500 fnp 1024
13500 11500 fnp 64
8000 8500 fp 0.04
9000 18500 fp 0.08
17000 13000 fp 0.02
3500 4500 fp 0.75
8000 17500 fp 0.32
1500 4000 fp 0.64
2500 13000 fnp 3072
2000 1000 fp 0.08
17500 3000 fp 0.01
4000 16000 fnp 3072
1000 13500 fnp 160
2500 2500 fp 0.5
1500 4000 fnp 1024
3000 9500 fnp 2048
5000 9500 fp 0.5
19000 2000 fnp 1024
1000 14000 fp 0.01
11000 9000 fnp 128
14500 3500 fp 0.04
4500 17500 fnp 32
3000 1500 fnp 64
13000 13000 fnp 96
15500 5000 fnp 2048
15000 15000 fp 0.04
1000 17500 fnp 2048
13000 11500 fp 0.5
4000 9500 fp 0.08
6000 10000 fp 0.08
10000 7000 fnp 512
13000 17500 fp 0.32
10500 7500 fnp 32
11000 9000 fnp 2048
9000 7500 fnp 2048
12000 9500 fnp 384
1500 1500 fp 1.0
16500 10000 fnp 384
5500 3000 fnp 160
3500 1500 fp 0.08
15500 8000 fnp 96
3500 13000 fp 0.08
15000 8000 fnp 3072
14000 15000 fp 0.04
19000 10500 fnp 96
12000 1500 fnp 128
10000 9500 fp 0.01
14500 11500 fnp 3072
17500 8000 fnp 160
3500 14000 fnp 160
15000 3000 fnp 160
18000 11500 fnp 256
12000 3500 fp 0.32
6000 11000 fp 0.16
3000 7500 fnp 128
14000 3000 fnp 64
17000 4000 fnp 256
1500 5500 fnp 512
4000 11000 fp 0.01
4500 6500 fnp 64
8500 2500 fp 0.32
9500 18500 fnp 96
13000 17000 fnp 512
6500 5000 fnp 3072
7000 3000 fp 0.5
13000 5000 fp 0.02
18500 2500 fp 0.01
14500 10500 fp 0.01
13500 10000 fp 0.32
5000 18500 fp 0.01
2000 19500 fp 0.02
13000 5000 fnp 2048
16500 13000 fp 0.02
11500 9500 fp 0.32
15500 10000 fp 0.5
16000 11000 fp 0.16
1000 7000 fnp 384
4500 9000 fnp 256
15500 18000 fp 0.01
13000 14000 fnp 512
19500 19000 fnp 384
1000 14500 fp 0.02
7500 8500 fnp 64
16500 19500 fp 0.01
13000 7000 fnp 64
17000 4000 fnp 160
9000 12000 fp 0.08
8000 14000 fnp 96
11000 19500 fp 0.02
11000 5000 fp 0.16
18000 14000 fnp 512
9000 3000 fnp 128
3500 4500 fnp 384
19000 19500 fp 0.16
15500 17500 fnp 32
2500 15000 fnp 160
17000 10500 fnp 160
3000 11500 fnp 64
12000 3000 fnp 128
6000 7000 fp 0.04
2500 9500 fp 0.04
13000 3000 fp 0.16
13000 11000 fp 0.16
19500 19000 fp 0.02
12500 3000 fnp 512
17000 14000 fp 0.01
16500 9000 fnp 512
13500 8500 fnp 2048
8000 4000 fnp 96
15000 13000 fnp 64
18500 1500 fnp 1024
1500 7500 fnp 2048
5500 17000 fnp 2048
9000 11500 fp 0.02
8500 19000 fp 0.02
18500 6000 fnp 64
5500 2500 fnp 384
13500 18000 fnp 3072
15000 3500 fnp 2048
14000 2500 fnp 160
17000 3500 fp 0.32
2000 14500 fp 0.01
19500 4500 fnp 384
3500 17500 fp 0.16
10000 15500 fp 0.08
11000 12000 fp 0.04
18000 14000 fp 0.02
15500 17000 fp 0.16
15500 16000 fnp 512
17500 18000 fnp 1024
14000 5500 fnp 3072
16500 3500 fp 0.32
14000 12000 fp 0.02
16000 11500 fp 0.08
18500 8000 fnp 160
2500 17000 fnp 3072
2000 18500 fnp 32
8500 17500 fp 0.02
13000 4500 fp 0.32
19000 6000 fp 0.08
9000 6000 fp 0.32
11500 14500 fnp 2048
3500 14500 fnp 384
16500 19500 fnp 64
16500 14500 fp 0.02
5000 1500 fnp 1024
12500 14500 fnp 1024
5000 14000 fnp 32
18500 5000 fnp 256
15000 2000 fnp 32
7000 16000 fnp 256
8000 8000 fnp 1024
13500 7500 fnp 1024
17500 10000 fnp 64
16000 19000 fnp 1024
1000 9000 fnp 256
2000 6000 fnp 512
14000 9500 fp 0.01
4500 8500 fnp 512
5000 2000 fnp 32
4500 2500 fp 0.08
11500 1000 fp 0.9
15500 10000 fp 0.02
4000 15500 fp 0.32
3000 17000 fnp 128
14000 3500 fnp 32
11500 10000 fnp 3072
7000 10000 fnp 32
17500 18500 fnp 64
4500 17000 fnp 3072
18500 17500 fp 0.32
9500 18000 fp 0.01
8000 4000 fp 0.9
1500 9000 fnp 2048
15500 16000 fnp 256
4000 5000 fp 0.75
15500 6500 fnp 1024
17500 8000 fnp 128
2000 11500 fp 0.5
18500 1500 fp 0.64
13500 13000 fp 0.16
12500 16500 fp 0.32
13000 17000 fnp 384
12000 14000 fp 0.04
10000 19500 fnp 64
5000 5000 fp 0.32
15000 17500 fp 0.01
8500 3000 fp 0.08
5000 15500 fnp 3072
9000 19500 fp 0.01
19500 8000 fp 0.64
5500 16500 fp 0.02
2000 13000 fp 0.02
7500 6500 fp 0.5
17500 18500 fp 0.32
1500 3000 fp 0.75
13000 13500 fp 0.32
16000 8500 fp 0.32
2500 7000 fnp 160
8500 17500 fp 0.32
10500 15000 fnp 512
14000 18500 fnp 256
9000 10000 fnp 32
1500 1500 fp 0.5
2000 6500 fnp 160
14500 19000 fp 0.01
15000 1500 fp 0.32
7000 4500 fp 0.08
4000 16000 fp 0.02
19000 8500 fnp 128
8000 9000 fp 0.64
12500 12500 fnp 1024
12000 12500 fp 0.32
8000 17500 fp 0.02
2500 8500 fnp 32
14000 17000 fnp 3072
7000 17000 fnp 128
3000 16000 fnp 64
8500 17500 fp 0.02
8000 2500 fnp 64
8000 14000 fp 0.04
4000 13500 fp 0.32
6000 11500 fp 0.16
18000 17500 fp 0.32
1000 9000 fnp 128
13500 10000 fp 0.5
17000 6500 fp 0.32
13000 19000 fnp 512
17000 9500 fnp 160
12500 15000 fp 0.04
5500 12000 fnp 256
14500 8500 fp 0.02
17000 6000 fp 0.64
18500 9500 fnp 32
12500 7500 fnp 160
12000 19500 fnp 96
17000 6000 fnp 384
17500 1500 fp 0.64
8500 10500 fnp 96
18500 14000 fp 0.04
15500 10500 fp 0.32
7000 1500 fnp 1024
14500 9000 fnp 96
5500 3500 fp 0.16
14000 19500 fp 0.08
18000 3000 fnp 64
4500 7000 fnp 512
14500 8500 fp 0.08
5500 1500 fnp 160
1500 1000 fnp 32
5000 13500 fnp 96
1500 3000 fnp 64
15000 9500 fnp 384
8500 18000 fp 0.02
3000 17500 fp 0.01
12500 7500 fnp 64
7500 10500 fp 0.32
16500 8500 fnp 3072
7500 15500 fp 0.02
19500 6000 fnp 160
6000 12500 fp 0.02
15500 19500 fp 0.01
3000 15500 fp 0.32
16000 10000 fnp 256
18500 2000 fnp 96
5500 18000 fp 0.32
12500 2500 fp 0.9
7000 14500 fp 0.01
6500 2000 fnp 96
19000 5500 fnp 256
16000 1000 fnp 512
6000 16000 fp 0.32
10500 7500 fnp 3072
1000 12000 fp 0.08
5500 4500 fnp 128
19000 10500 fnp 32
19500 19500 fnp 128
4500 8500 fp 0.08
18500 19000 fnp 128
14000 12500 fnp 64
14500 4000 fnp 64
2500 5000 fnp 160
2000 4500 fnp 160
11500 16500 fnp 3072
11500 4000 fp 0.02
3500 17500 fnp 3072
18000 18000 fp 0.02
2500 8500 fnp 160
4500 1000 fp 0.64
14000 5000 fp 0.01
14500 6000 fnp 96
12500 13500 fp 0.32
7000 18000 fp 0.04
9000 14000 fp 0.08
6000 6000 fnp 2048
8000 3000 fnp 1024
6000 4500 fp 0.75
2000 5000 fp 0.32
9000 16000 fp 0.04
13500 4500 fp 0.08
6500 4500 fnp 512
9500 6000 fnp 256
8000 11000 fnp 160
3000 6000 fp 0.32
9000 4500 fp 0.16
17500 13500 fp 0.32
3500 19000 fnp 96
10500 15500 fnp 160
6500 15000 fnp 128
4500 18500 fp 0.32
19500 13500 fnp 3072
4000 15000 fp 0.16
1000 8500 fnp 1024
1500 2000 fnp 512
8000 2500 fnp 32
17000 5000 fp 0.75
17000 1500 fnp 32
1000 15000 fp 0.04
4500 8000 fp 0.02
2500 6000 fnp 2048
5500 7000 fnp 3072
15000 7500 fnp 64
15500 8500 fnp 384
12000 17000 fnp 32
17500 14000 fp 0.16
6000 6500 fnp 32
1000 19000 fnp 256
14000 4500 fp 0.64
2000 15500 fnp 160
12000 12500 fnp 64
15500 3500 fp 0.5
5500 14000 fp 0.04
14000 17500 fp 0.32
5500 2500 fp 0.04
16000 3500 fp 0.9
12000 12000 fp 0.32
12000 16500 fp 0.32
2000 9000 fnp 3072
19500 1500 fp 0.32
15500 4000 fp 0.04
16000 7000 fnp 1024
16500 14000 fp 0.32
16000 7500 fnp 96
16500 9500 fp 0.01
10000 5500 fp 0.02
4000 2000 fp 0.75
6000 18000 fp 0.02
10000 8500 fnp 2048
6500 10500 fp 0.5
17500 10500 fnp 160
17000 3000 fnp 96
14500 9000 fnp 256
14000 5000 fp 0.9
18000 6000 fnp 384
12000 5500 fnp 2048
9000 12000 fp 0.16
15000 17500 fnp 32
13000 18000 fnp 1024
5500 10500 fnp 512
15500 18500 fnp 3072
12000 19000 fp 0.08
19000 18000 fnp 64
5000 12500 fp 0.08
17500 2000 fnp 128
4000 10000 fp 0.04
18000 11000 fnp 64
17500 19000 fnp 512
5500 8500 fnp 1024
5000 9000 fp 0.32
18500 1000 fp 0.5
7000 16000 fp 0.04
12000 3500 fnp 160
16000 18000 fnp 256
16500 14500 fp 0.32
8500 14000 fp 0.08
16000 1000 fnp 64
5000 2000 fnp 384
7500 18000 fp 0.04
3500 18500 fp 0.02
7500 20000 fnp 96
14500 3500 fnp 3072
7000 4500 fp 0.08
9000 9500 fnp 1024
18000 12000 fp 0.32
14000 16000 fnp 64
7500 5500 fp 0.01
16000 9000 fp 0.08
14500 18000 fnp 384
6000 4000 fnp 64
10500 10500 fp 0.02
11500 10500 fp 0.32
12500 4500 fp 0.5
5500 2500 fnp 512
17500 19500 fp 0.16
7000 1000 fp 0.01
12500 17500 fnp 160
12000 10000 fnp 384
8000 19500 fp 0.01
15000 9000 fnp 96
12000 17500 fnp 512
13000 1000 fp 0.01
19500 6000 fnp 384
3500 10000 fp 0.5
1000 8500 fp 0.01
3500 7500 fnp 64
19000 3000 fnp 1024
16000 14000 fp 0.01
19500 19000 fnp 256
14500 16500 fp 0.01
10000 19500 fp 0.02
5000 1500 fp 0.02
5000 1500 fnp 1024
4500 17500 fp 0.02
4500 10000 fp 0.16
11500 16000 fp 0.01
5000 15500 fnp 32
8500 11000 fnp 2048
2500 17500 fnp 64
1000 19500 fnp 1024
2000 4000 fp 0.9
17500 3500 fp 0.16
17500 10000 fnp 160
13500 9500 fp 0.16
2000 11000 fnp 512
8500 11000 fp 0.08
15000 18000 fp 0.08
5500 13500 fp 0.32
8000 19000 fnp 256
15500 19000 fnp 1024
17000 8500 fnp 32
2000 15000 fp 0.16
1500 13000 fnp 1024
13000 19500 fp 0.08
16000 3500 fp 0.08
7500 18500 fp 0.32
10500 3000 fp 0.5
4000 2500 fp 0.01
6500 15000 fnp 64
5000 8000 fp 0.04
17500 7000 fp 0.16
14500 3000 fnp 1024
12000 3500 fp 0.64
3000 5000 fnp 2048
19000 1000 fp 0.08
14500 16500 fnp 32
10000 5000 fnp 64
2500 2500 fp 0.01
14500 3500 fnp 128
13000 14000 fnp 128
7500 12500 fnp 160
